cwnd, ssthresh, congestionEvent, no, time, source, destination, protocol, length, tcp_segment_len, tcp_delta, tcp_flags, tcp_ack, tcp_seq, tcp_window_size, info
6,4,0,4541,6.686681,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5964702,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,4,1,4542,6.686681,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,5966162,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4543,6.686682,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5967622,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4544,6.686683,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5969082,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4545,6.686683,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,5970542,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4546,6.686684,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5972002,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4547,6.686685,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5973462,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4548,6.686685,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,5974922,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4549,6.686686,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5976382,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4550,6.686687,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5977842,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4551,6.686687,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,5979302,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4552,6.686688,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5980762,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4553,6.686689,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5982222,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4554,6.686689,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,5983682,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4555,6.686690,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5985142,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4556,6.686691,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5986602,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4557,6.686691,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,5988062,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4558,6.686692,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5989522,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4559,6.686693,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5990982,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4560,6.686693,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,5992442,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4561,6.686694,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5993902,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4562,6.687069,"192.168.10.196","192.168.10.184",6,54,0,0.000375,0x0010,5823082,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5823082 Win=212992 Len=0"
7,3,1,4563,6.687196,"192.168.10.184","192.168.10.196",6,1514,1460,0.000127,0x0010,1,5995362,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4564,6.687197,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5996822,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4565,6.687197,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,5998282,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4566,6.687198,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,5999742,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4567,6.688343,"192.168.10.196","192.168.10.184",6,54,0,0.001145,0x0010,5826002,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5826002 Win=212992 Len=0"
7,3,1,4568,6.688453,"192.168.10.184","192.168.10.196",6,1514,1460,0.000110,0x0010,1,6001202,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4569,6.688455,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,6002662,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4570,6.692531,"192.168.10.196","192.168.10.184",6,54,0,0.004076,0x0010,5846442,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5846442 Win=212992 Len=0"
5,3,0,4571,6.692686,"192.168.10.184","192.168.10.196",6,1514,1460,0.000155,0x0010,1,6004122,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4572,6.692687,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6005582,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4573,6.692688,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6007042,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4574,6.692689,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6008502,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4575,6.692689,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6009962,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4576,6.692690,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6011422,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4577,6.692691,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6012882,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4578,6.692691,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6014342,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4579,6.692692,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6015802,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4580,6.692693,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6017262,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4581,6.692693,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6018722,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4582,6.692694,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6020182,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4583,6.692695,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6021642,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4584,6.692695,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6023102,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4585,6.693034,"192.168.10.196","192.168.10.184",6,54,0,0.000339,0x0010,5858122,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5858122 Win=212992 Len=0"
7,3,1,4586,6.693169,"192.168.10.184","192.168.10.196",6,1514,1460,0.000135,0x0010,1,6024562,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4587,6.693169,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6026022,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4588,6.693170,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6027482,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4589,6.693171,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6028942,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4590,6.693172,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6030402,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4591,6.693172,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6031862,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4592,6.693173,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6033322,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4593,6.693174,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6034782,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4594,6.693700,"192.168.10.196","192.168.10.184",6,54,0,0.000526,0x0010,5861042,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5861042 Win=212992 Len=0"
7,3,1,4595,6.693812,"192.168.10.184","192.168.10.196",6,1514,1460,0.000112,0x0010,1,6036242,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4596,6.693813,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6037702,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4597,6.695473,"192.168.10.196","192.168.10.184",6,54,0,0.001660,0x0010,5907762,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5907762 Win=212992 Len=0"
5,3,0,4598,6.695698,"192.168.10.184","192.168.10.196",6,1514,1460,0.000225,0x0010,1,6039162,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4599,6.695699,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6040622,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4600,6.695700,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6042082,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4601,6.695700,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6043542,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4602,6.695701,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6045002,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4603,6.695702,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6046462,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4604,6.695702,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6047922,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4605,6.695703,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6049382,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4606,6.695704,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6050842,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4607,6.695705,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6052302,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4608,6.695705,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6053762,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4609,6.695706,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6055222,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4610,6.695707,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6056682,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4611,6.695707,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6058142,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4612,6.695708,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6059602,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4613,6.695709,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6061062,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4614,6.695709,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6062522,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4615,6.695710,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6063982,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4616,6.695711,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6065442,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4617,6.695711,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6066902,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4618,6.695712,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6068362,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4619,6.695713,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6069822,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4620,6.695713,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6071282,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4621,6.695714,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6072742,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4622,6.695715,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6074202,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4623,6.695715,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6075662,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4624,6.695716,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6077122,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4625,6.695717,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6078582,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4626,6.695717,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6080042,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4627,6.695718,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6081502,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4628,6.695719,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6082962,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4629,6.695720,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6084422,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4630,6.695720,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6085882,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4631,6.697622,"192.168.10.196","192.168.10.184",6,54,0,0.001902,0x0010,5923822,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5923822 Win=212992 Len=0"
6,3,0,4632,6.697768,"192.168.10.184","192.168.10.196",6,1514,1460,0.000146,0x0010,1,6087342,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4633,6.697769,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6088802,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4634,6.697769,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6090262,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4635,6.697770,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6091722,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4636,6.697771,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6093182,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4637,6.697771,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6094642,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4638,6.697772,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6096102,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4639,6.697773,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6097562,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4640,6.697774,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6099022,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4641,6.697774,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6100482,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4642,6.697775,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6101942,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4643,6.698290,"192.168.10.196","192.168.10.184",6,54,0,0.000515,0x0010,5932582,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5932582 Win=212992 Len=0"
5,3,0,4644,6.698417,"192.168.10.184","192.168.10.196",6,1514,1460,0.000127,0x0010,1,6103402,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4645,6.698417,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6104862,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4646,6.698418,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6106322,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4647,6.698419,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6107782,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4648,6.698420,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6109242,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4649,6.698421,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6110702,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4650,6.698510,"192.168.10.196","192.168.10.184",6,54,0,0.000089,0x0010,5942802,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5942802 Win=212992 Len=0"
7,3,1,4651,6.698584,"192.168.10.184","192.168.10.196",6,1514,1460,0.000074,0x0010,1,6112162,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4652,6.698586,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,6113622,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4653,6.698587,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6115082,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4654,6.698587,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6116542,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4655,6.698588,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6118002,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4656,6.698589,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6119462,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4657,6.698590,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6120922,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4658,6.763468,"192.168.10.196","192.168.10.184",6,54,0,0.064878,0x0010,5957402,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5957402 Win=212992 Len=0"
6,3,0,4659,6.763614,"192.168.10.184","192.168.10.196",6,1514,1460,0.000146,0x0010,1,6122382,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4660,6.763614,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6123842,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4661,6.763615,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6125302,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4662,6.763616,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6126762,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4663,6.763616,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6128222,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4664,6.763617,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6129682,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4665,6.763618,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6131142,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4666,6.763619,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6132602,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4667,6.763620,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6134062,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4668,6.763620,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6135522,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4669,6.804258,"192.168.10.196","192.168.10.184",6,54,0,0.040638,0x0010,5986602,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5986602 Win=212992 Len=0"
4,3,0,4670,6.804433,"192.168.10.184","192.168.10.196",6,1514,1460,0.000175,0x0010,1,6136982,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4671,6.804434,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6138442,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4672,6.804435,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6139902,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4673,6.804436,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6141362,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4674,6.804436,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6142822,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4675,6.804437,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6144282,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4676,6.804438,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6145742,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4677,6.804438,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6147202,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4678,6.804439,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6148662,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4679,6.804440,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6150122,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4680,6.804440,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6151582,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4681,6.804441,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6153042,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4682,6.804442,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6154502,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4683,6.804443,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6155962,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4684,6.804443,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6157422,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4685,6.804444,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6158882,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4686,6.804445,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6160342,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4687,6.804445,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6161802,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4688,6.804446,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6163262,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4689,6.804447,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6164722,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4690,6.804447,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6166182,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4691,6.805282,"192.168.10.196","192.168.10.184",6,54,0,0.000835,0x0010,5995362,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=5995362 Win=212992 Len=0"
5,3,0,4692,6.805411,"192.168.10.184","192.168.10.196",6,1514,1460,0.000129,0x0010,1,6167642,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4693,6.805412,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6169102,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4694,6.805413,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6170562,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4695,6.805414,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6172022,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4696,6.805414,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6173482,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4697,6.805415,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6174942,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4698,6.805769,"192.168.10.196","192.168.10.184",6,54,0,0.000354,0x0010,6001202,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6001202 Win=212992 Len=0"
7,3,1,4699,6.805862,"192.168.10.184","192.168.10.196",6,1514,1460,0.000093,0x0010,1,6176402,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4700,6.805863,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6177862,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4701,6.805864,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6179322,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4702,6.805865,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6180782,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
