cwnd, ssthresh, congestionEvent, no, time, source, destination, protocol, length, tcp_segment_len, tcp_delta, tcp_flags, tcp_ack, tcp_seq, tcp_window_size, info
6,3,0,4703,6.807885,"192.168.10.196","192.168.10.184",6,54,0,0.002020,0x0010,6004122,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6004122 Win=212992 Len=0"
7,3,1,4704,6.807999,"192.168.10.184","192.168.10.196",6,1514,1460,0.000114,0x0010,1,6182242,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4705,6.808000,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6183702,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4706,6.809221,"192.168.10.196","192.168.10.184",6,54,0,0.001221,0x0010,6024562,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6024562 Win=212992 Len=0"
5,3,0,4707,6.809376,"192.168.10.184","192.168.10.196",6,1514,1460,0.000155,0x0010,1,6185162,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4708,6.809376,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6186622,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4709,6.809377,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6188082,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4710,6.809378,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6189542,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4711,6.809378,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6191002,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4712,6.809379,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6192462,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4713,6.809379,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6193922,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4714,6.809380,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6195382,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4715,6.809381,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6196842,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4716,6.809381,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6198302,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4717,6.809382,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6199762,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4718,6.809383,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6201222,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4719,6.809383,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6202682,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4720,6.809384,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6204142,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4721,6.812095,"192.168.10.196","192.168.10.184",6,54,0,0.002711,0x0010,6036242,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6036242 Win=212992 Len=0"
7,3,1,4722,6.812240,"192.168.10.184","192.168.10.196",6,1514,1460,0.000145,0x0010,1,6205602,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4723,6.812241,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6207062,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4724,6.812242,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6208522,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4725,6.812243,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6209982,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4726,6.812243,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6211442,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4727,6.812244,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6212902,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4728,6.812245,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6214362,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4729,6.812246,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6215822,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4730,6.812246,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6217282,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4731,6.813045,"192.168.10.196","192.168.10.184",6,54,0,0.000799,0x0010,6056682,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6056682 Win=212992 Len=0"
4,3,0,4732,6.813199,"192.168.10.184","192.168.10.196",6,1514,1460,0.000154,0x0010,1,6218742,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4733,6.813199,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6220202,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4734,6.813200,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6221662,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4735,6.813201,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6223122,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4736,6.813202,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6224582,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4737,6.813202,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6226042,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4738,6.813203,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6227502,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4739,6.813203,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6228962,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4740,6.813204,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6230422,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4741,6.813205,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6231882,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4742,6.813206,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6233342,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4743,6.813206,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6234802,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4744,6.813207,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6236262,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4745,6.813208,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6237722,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4746,6.813519,"192.168.10.196","192.168.10.184",6,54,0,0.000311,0x0010,6087342,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6087342 Win=212992 Len=0"
6,3,0,4747,6.813666,"192.168.10.184","192.168.10.196",6,1514,1460,0.000147,0x0010,1,6239182,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4748,6.813666,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6240642,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4749,6.813667,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6242102,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4750,6.813668,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6243562,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4751,6.813668,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6245022,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4752,6.813669,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6246482,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4753,6.813670,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6247942,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4754,6.813670,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6249402,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4755,6.813672,"192.168.10.184","192.168.10.196",6,1514,1460,0.000002,0x0010,1,6250862,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4756,6.813672,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6252322,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4757,6.813673,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6253782,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4758,6.813674,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6255242,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4759,6.813674,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6256702,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4760,6.813675,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6258162,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4761,6.813676,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6259622,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4762,6.813676,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6261082,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4763,6.813677,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6262542,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4764,6.813677,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6264002,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4765,6.813678,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6265462,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4766,6.813679,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6266922,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4767,6.813680,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6268382,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4768,6.815401,"192.168.10.196","192.168.10.184",6,54,0,0.001721,0x0010,6115082,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6115082 Win=212992 Len=0"
7,3,1,4769,6.815597,"192.168.10.184","192.168.10.196",6,1514,1460,0.000196,0x0010,1,6269842,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4770,6.815598,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6271302,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4771,6.815599,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6272762,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4772,6.815600,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6274222,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4773,6.815601,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6275682,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4774,6.815601,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6277142,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4775,6.815602,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6278602,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4776,6.815603,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6280062,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4777,6.815604,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6281522,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4778,6.815605,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6282982,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4779,6.815605,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6284442,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4780,6.815606,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6285902,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4781,6.815607,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6287362,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4782,6.815608,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6288822,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4783,6.815608,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6290282,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4784,6.815609,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6291742,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4785,6.815610,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6293202,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4786,6.815611,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6294662,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4787,6.815612,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6296122,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4788,6.817220,"192.168.10.196","192.168.10.184",6,54,0,0.001608,0x0010,6122382,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6122382 Win=212992 Len=0"
6,3,0,4789,6.817345,"192.168.10.184","192.168.10.196",6,1514,1460,0.000125,0x0010,1,6297582,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4790,6.817346,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6299042,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4791,6.817347,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6300502,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4792,6.817348,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6301962,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4793,6.817348,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6303422,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4794,6.879017,"192.168.10.196","192.168.10.184",6,54,0,0.061669,0x0010,6136982,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6136982 Win=212992 Len=0"
7,3,1,4795,6.879159,"192.168.10.184","192.168.10.196",6,1514,1460,0.000142,0x0010,1,6304882,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4796,6.879160,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6306342,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4797,6.879160,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6307802,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4798,6.879161,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6309262,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4799,6.879162,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6310722,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4800,6.879163,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6312182,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4801,6.879163,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6313642,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4802,6.879164,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6315102,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4803,6.879164,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6316562,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4804,6.879165,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6318022,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4805,6.879166,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6319482,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4806,6.920145,"192.168.10.196","192.168.10.184",6,54,0,0.040979,0x0010,6167642,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6167642 Win=212992 Len=0"
6,3,0,4807,6.920323,"192.168.10.184","192.168.10.196",6,1514,1460,0.000178,0x0010,1,6320942,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4808,6.920324,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6322402,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4809,6.920325,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6323862,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4810,6.920325,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6325322,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4811,6.920326,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6326782,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4812,6.920327,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6328242,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4813,6.920328,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6329702,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4814,6.920328,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6331162,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4815,6.920329,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6332622,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4816,6.920329,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6334082,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4817,6.920330,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6335542,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4818,6.920331,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6337002,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4819,6.920331,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6338462,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4820,6.920332,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6339922,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4821,6.920333,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6341382,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4822,6.920333,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6342842,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4823,6.920334,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6344302,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4824,6.920335,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6345762,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4825,6.920335,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6347222,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4826,6.920336,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6348682,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4827,6.920337,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6350142,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4828,6.920882,"192.168.10.196","192.168.10.184",6,54,0,0.000545,0x0010,6176402,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6176402 Win=212992 Len=0"
7,3,1,4829,6.921008,"192.168.10.184","192.168.10.196",6,1514,1460,0.000126,0x0010,1,6351602,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4830,6.921009,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6353062,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4831,6.921009,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6354522,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4832,6.921010,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6355982,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4833,6.921011,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6357442,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4834,6.921011,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6358902,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4835,6.921582,"192.168.10.196","192.168.10.184",6,54,0,0.000571,0x0010,6182242,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6182242 Win=212992 Len=0"
5,3,0,4836,6.921708,"192.168.10.184","192.168.10.196",6,1514,1460,0.000126,0x0010,1,6360362,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4837,6.921709,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6361822,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4838,6.921710,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6363282,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4839,6.921710,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6364742,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4840,6.923695,"192.168.10.196","192.168.10.184",6,54,0,0.001985,0x0010,6205602,1,53248,"5201 → 52343 [ACK] Seq=1 Ack=6205602 Win=212992 Len=0"
5,3,0,4841,6.923860,"192.168.10.184","192.168.10.196",6,1514,1460,0.000165,0x0010,1,6366202,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,0,4842,6.923861,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6367662,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
7,3,1,4843,6.923862,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6369122,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4844,6.923863,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6370582,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
4,3,0,4845,6.923863,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6372042,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
5,3,0,4846,6.923864,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6373502,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
6,3,1,4847,6.923864,"192.168.10.184","192.168.10.196",6,1514,1460,0.000000,0x0010,1,6374962,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
3,3,0,4848,6.923865,"192.168.10.184","192.168.10.196",6,1514,1460,0.000001,0x0010,1,6376422,4096,"52343 → 5201[BoundErrorUnreassembled Packet]"
